Genus[7][8][b],Meaning or derivation,Family[4],Order[4],C,G
Cupressus,Greek and Latin name[4],Cupressaceae,Pinales,C,G
Curculigo,Latin: weevil-like (the ovaries),Hypoxidaceae,Asparagales,,G
Curcuma,Arabic name,Zingiberaceae,Zingiberales,,G
Cuscuta,Medieval Latin name,Convolvulaceae,Solanales,,G
Cyananthus,blue flowers,Campanulaceae,Asterales,C,G
Cyanella,blue,Tecophilaeaceae,Asparagales,,G
Cyanotis,blue ear (the petals),Commelinaceae,Commelinales,,G
Cyathodes,cup-like,Ericaceae,Ericales,,G
Cycas,Greek name[4],Cycadaceae,Cycadales,C,G
Cyclamen,Greek name,Primulaceae,Ericales,C,G
Cyclanthera,circle of anthers,Cucurbitaceae,Cucurbitales,,G
Cyclanthus,circle of flowers[4],Cyclanthaceae,Pandanales,,G
Cyclopia,circle foot (the base of the calyx),Fabaceae,Fabales,,
Cydonia,Greek and Latin name,Rosaceae,Rosales,C,G
Cymbalaria,like a cymbal (the leaves),Plantaginaceae,Lamiales,C,G
Cymbidium,boat-shaped (the lips),Orchidaceae,Asparagales,C,G
Cymbopogon,boat-beard (the spikelets),Poaceae,Poales,,G
Cynanchum,dog-strangling (the poisonous herbs),Apocynaceae,Gentianales,,G
Cynara,Greek and Latin name,Asteraceae,Asterales,C,G
Cynodon,dog tooth (the blades),Poaceae,Poales,,G
Cynoglossum,dog tongue (the leaves),Boraginaceae,Boraginales,C,G
Cypella,chalice (the flowers),Iridaceae,Asparagales,,G
Cyperus,Greek name[4],Cyperaceae,Poales,C,G
Cypripedium,Aphrodite's slipper (the flowers),Orchidaceae,Asparagales,C,G
Cyrtanthus,arched flowers,Amaryllidaceae,Asparagales,C,G
Cyrtopodium,arched foot (the lips),Orchidaceae,Asparagales,,
Cyrtostachys,arched spikes,Arecaceae,Arecales,,
Cytisus,Greek name,Fabaceae,Fabales,C,G
