FID,Name_Commo,DBH_inches,CommonName,DBHLastUpd,Mapid_,TreeHeight,CrownWidth,WoodCondit,FoliageCon,HazardTree,Removal,OverRoador,Against_Ov,PruningNee,Structura2,LightningP,Lightning2,AirSpadeNe,AirSpadeDo,NextRootCo,FertilizeN,FertilizeD,SpecialSta,Pests,DateofPlan,SizeatPlan,SourceofTr,FundingBy_,Wilt_Pruf,TrunkWrap,DateRemove,DBHatRemov,ReasonForR,Photo1,Photo2,Photo3,Notes,POINT_X,POINT_Y
1253,Norway Spruce,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644068.0565,1451321.58
1254,Black Walnut,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644074.7534,1451321.577
1255,Norway Spruce,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644073.3828,1451331.099
1256,Norway Spruce,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644080.5913,1451335.685
1257,Tulip Poplar,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644103.5112,1451328.137
1258,Saucer Magnolia,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644038.9846,1451305.918
1259,Black Walnut,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644017.8727,1451215.353
1260,Black Walnut,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,643997.4993,1451217.124
1261,Flowering Dogwood,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,643954.5095,1451284.671
1262,Magnolia,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,643976.2074,1451266.582
1263,Magnolia,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,643949.6628,1451232.314
1264,Crabapple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,643918.9162,1451241.185
1265,Crabapple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,643904.1237,1451239.283
1266,Crabapple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,643897.859,1451251.92
1267,Honey Locust,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,643921.9702,1451272.703
1268,Serviceberry,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644011.0768,1451178.078
1269,Serviceberry,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644030.7607,1451176.462
1270,Serviceberry,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644180.1972,1451122.181
1271,Red Maple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644200.1929,1451118.907
1272,Red Maple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644219.5921,1451115.945
1273,Red Maple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644267.2856,1451089.309
1274,Red Maple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644284.2247,1451086.818
1275,Norway Maple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644375.0946,1451047.41
1276,Norway Maple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644436.8542,1451020.729
1277,Red Maple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644555.1878,1450972.744
1278,Green Ash,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644897.7937,1452959.088
1279,Green Ash,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645022.9145,1452921.421
1280,Green Ash,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645035.4687,1452842.349
1281,Green Ash,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644930.6343,1452880.995
1282,Green Ash,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644816.7628,1452909.619
1283,Red Maple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644795.9828,1452858.859
1284,Red Maple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644786.895,1452839.935
1285,Red Maple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644775.4886,1452837.256
1286,Red Maple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644763.5628,1452834.808
1287,Tulip Poplar,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644707.9443,1452759.54
1288,Tulip Poplar,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644750.8356,1452785.125
1289,Green Ash,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644762.4969,1452812.224
1290,Green Ash,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644851.9686,1452818.121
1291,Green Ash,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644968.7811,1452780.949
1292,Red Maple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644994.416,1452776.835
1293,Red Maple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645002.372,1452773.421
1294,Red Maple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645013.4716,1452771.388
1295,Green Ash,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645065.9515,1452803.812
1296,Honey Locust,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645051.4321,1452765.842
1297,Honey Locust,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645050.7459,1452758.175
1298,Honey Locust,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645050.1229,1452754.029
1299,Crabapple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644970.0956,1452729.723
1300,Crabapple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644956.9309,1452728.46
1301,Crabapple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644954.8695,1452698.513
1302,Crabapple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644942.6314,1452698.153
1303,Crabapple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644935.2404,1452681.709
1304,Crabapple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644937.4753,1452669.463
1305,Crabapple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644924.5123,1452668.331
1306,Crabapple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644930.9744,1452652.968
1307,Austrian Pine,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644897.6218,1452505.098
1308,Red Oak,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644916.721,1452481.16
1309,Red Oak,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644952.0953,1452482.185
1310,Red Oak,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644944.1122,1452460.128
1311,Red Oak,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644908.1871,1452449.86
1312,Red Oak,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644935.435,1452431.831
1313,Red Oak,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644927.7464,1452407.661
1314,Red Oak,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644897.4004,1452419.776
1315,Red Oak,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644916.8304,1452378.65
1316,Red Oak,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644872.8551,1452379.428
1317,Red Oak,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644898.2689,1452353.929
1318,Red Oak,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644866.6554,1452357.925
1319,Red Oak,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644856.6959,1452333.997
1320,Red Oak,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644841.5647,1452295.701
1321,Scotch Pine,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644842.9759,1452355.794
1322,Scotch Pine,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644822.738,1452340.585
1323,Scotch Pine,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644814.726,1452305.778
1324,Scotch Pine,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644775.8633,1452350.9
1325,Scotch Pine,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644760.1195,1452341.254
1326,Scotch Pine,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644759.2713,1452366.242
1327,Scotch Pine,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644792.6597,1452384.612
1328,White Oak,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644628.2674,1452342.204
1329,Norway Maple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644795.9927,1452523.371
1330,Sugar Maple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644714.0596,1452505.856
1331,Red Oak,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644710.0769,1452544.741
1332,Red Oak,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644630.7252,1452508.364
1333,Red Oak,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644642.6604,1452545.934
1334,Austrian Pine,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644696.3392,1452653.37
1335,Austrian Pine,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644714.0817,1452685.13
1336,Austrian Pine,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644708.4677,1452665.991
1337,Austrian Pine,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644727.4863,1452692.067
1338,Austrian Pine,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644725.5096,1452672.583
1339,Austrian Pine,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644716.6334,1452651.075
1340,Austrian Pine,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644740.7656,1452682.901
1341,Austrian Pine,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644729.7693,1452657.127
1342,Austrian Pine,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644724.7517,1452637.989
1343,Red Oak,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644695.6053,1452627.382
1344,Crabapple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644781.0801,1452724.072
1345,Crabapple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644806.9658,1452717.297
1346,Crabapple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644801.908,1452726.961
1347,Crabapple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644788.9564,1452738.558
1348,Crabapple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644804.6053,1452744.433
1349,Crabapple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644741.8667,1452697.186
1350,Crabapple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644744.405,1452709.928
1351,Crabapple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644759.952,1452712.918
1352,Red Oak,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644770.478,1452698.268
1353,Crabapple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644765.5348,1452724.07
1354,Crabapple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644792.0481,1452713.581
1355,Red Maple,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644890.3139,1452736.209
1356,Magnolia,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644791.9023,1452643.47
1357,Magnolia,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644784.8951,1452642.351
1358,Magnolia,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644870.7823,1452602.605
1359,Magnolia,0, ,2013-04-22,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644874.5482,1452596.385
