FID,Name_Commo,DBH_inches,CommonName,DBHLastUpd,Mapid_,TreeHeight,CrownWidth,WoodCondit,FoliageCon,HazardTree,Removal,OverRoador,Against_Ov,PruningNee,Structura2,LightningP,Lightning2,AirSpadeNe,AirSpadeDo,NextRootCo,FertilizeN,FertilizeD,SpecialSta,Pests,DateofPlan,SizeatPlan,SourceofTr,FundingBy_,Wilt_Pruf,TrunkWrap,DateRemove,DBHatRemov,ReasonForR,Photo1,Photo2,Photo3,Notes,POINT_X,POINT_Y
161,Sugar Maple,0, ,2013-01-14,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646958.849,1452493.525
162,Austrian Pine,0, ,2013-01-14,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646925.2926,1452490.676
163,Austrian Pine,0, ,2013-01-14,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646936.0648,1452479.79
164,Austrian Pine,0, ,2013-01-14,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646921.1388,1452481.708
165,Sugar Maple,0, ,2013-01-14,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646954.4214,1452459.095
166,Austrian Pine,0, ,2013-01-14,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646913.4426,1452463.269
167,Austrian Pine,0, ,2013-01-14,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646900.5791,1452474.033
168,Pyramidal English Oa,0, ,2013-01-14,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646703.1583,1452331.831
169,Pyramidal English Oa,0, ,2013-01-14,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,646689.0127,1452308.9
170,Sugar Maple,5, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645319.9792,1451488.591
171,Sugar Maple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645332.3714,1451499.261
172,Gingko,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645347.5177,1451548.165
173,Gingko,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645358.3094,1451565.826
174,Gingko,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645368.1242,1451582.33
175, ,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645409.2827,1451602.364
176, ,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645395.5601,1451607.256
177, ,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645384.8565,1451602.58
178, ,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645377.6439,1451594.066
179,Sugar Maple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645419.2057,1451582.53
180,Sugar Maple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645420.5964,1451547.038
181,Sugar Maple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645447.8457,1451529.777
182,Horse Chestnut,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645426.559,1451491.719
183,Austrian Pine,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645465.7097,1451461.014
184,Austrian Pine,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645469.4607,1451473.505
185,Austrian Pine,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645455.1995,1451471.903
186,Austrian Pine,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645462.3006,1451481.727
187,Sugar Maple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645471.3574,1451497.244
188,Austrian Pine,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645492.5809,1451519.629
189, ,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645458.1953,1451629.767
190,Canadian Hemlock,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645443.6825,1451624.176
191,Canadian Hemlock,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645435.7203,1451626.091
192,Austrian Pine,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645385.9562,1451657.622
193,Austrian Pine,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645374.2411,1451645.772
194,Austrian Pine,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645363.0136,1451643.61
195,Austrian Pine,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645354.0383,1451638.543
196,Austrian Pine,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645344.9787,1451631.477
197,Austrian Pine,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645333.1589,1451631.535
198,Austrian Pine,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645340.3886,1451623.087
199,Sugar Maple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645314.3162,1451573.908
200,Red Maple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645298.843,1451550.279
201,Black Locust,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645282.7738,1451535.39
202,Crabapple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645286.2766,1451515.801
203,Crabapple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645279.2577,1451504.468
204,Crabapple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645170.4853,1451566.099
205,Crabapple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645180.0413,1451589.625
206,Crabapple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645190.3725,1451613.265
207,Crabapple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645201.9481,1451634.68
208,Crabapple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645212.1856,1451654.98
209,Crabapple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645224.7899,1451678.148
210,Crabapple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645203.1706,1451716.8
211,Crabapple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645217.3938,1451773.625
212,Crabapple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645224.5763,1451776.607
213,Crabapple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645265.6145,1451706.771
214,London Plane Tree,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645302.2949,1451710.584
215,Magnolia,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645326.0097,1451682.681
216,Magnolia,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645324.1496,1451673.491
217,Pin Oak,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645400.3753,1451770.168
218,Magnolia,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645398.8964,1451791.708
219,Magnolia,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645402.0933,1451805.887
220,Hawthorn,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645418.3327,1451759.93
221,London Plane Tree,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645350.9231,1451807.363
222,Crabapple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645344.5621,1451847.144
223,Crabapple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645285.624,1451851.856
224,Crabapple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645232.8252,1451904.107
225,Crabapple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645220.4679,1451902.69
226,Crabapple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645221.0556,1451913.454
227,Crabapple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645325.1715,1451889.597
228,Crabapple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645335.9073,1451913.361
229,Crabapple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645345.5375,1451935.119
230,Crabapple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645356.8688,1451957.62
231,Crabapple,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645370.4421,1451980.619
232,Red Oak,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645372.6444,1452003.224
233,Littleleaf Linden,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645320.865,1451983.926
234,Littleleaf Linden,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645259.8374,1452012.953
235,Littleleaf Linden,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645195.1245,1452042.933
236,Littleleaf Linden,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645127.8968,1452079.017
237,Littleleaf Linden,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645096.3238,1452100.225
238,Littleleaf Linden,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645032.5999,1452132.063
239,Littleleaf Linden,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644973.889,1452157.166
240,Littleleaf Linden,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644909.8447,1452188.926
241,Littleleaf Linden,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644844.6166,1452220.299
242,Hawthorn,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644823.5485,1452251.516
243,Hawthorn,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644809.2759,1452233.654
244,Hawthorn,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644815.1066,1452216.114
245,Hawthorn,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644651.8199,1451903.271
246,Red Oak,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644627.4111,1451881.871
247,Hawthorn,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644644.0446,1451868.374
248,Red Oak,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644614.4417,1451848.315
249,Hawthorn,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644636.2888,1451829.219
250,Littleleaf Linden,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644702.177,1451834.475
251,Littleleaf Linden,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644763.2633,1451803.072
252,Littleleaf Linden,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644859.969,1451756.821
253,Littleleaf Linden,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644921.9546,1451728.524
254,Littleleaf Linden,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645016.5713,1451684.248
255,Littleleaf Linden,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645050.2025,1451667.999
256,Littleleaf Linden,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645112.8678,1451638.413
257,Littleleaf Linden,0, ,2012-02-02,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645170.9041,1451604.609
258,Magnolia,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645075.9945,1451549.136
259,Magnolia,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645041.0953,1451566.491
260,Sugar Maple,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644983.4138,1451578.337
261,Sugar Maple,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644973.3983,1451557.508
262,Sugar Maple,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644960.8865,1451535.655
263,Crabapple,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645004.1406,1451564.621
264,Japanese Maple,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644950.1281,1451588.559
265,Japanese Maple,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644943.477,1451589.475
266,Sugar Maple,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644902.5935,1451674.006
267,Littleleaf Linden,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644874.0442,1451685.398
268,Littleleaf Linden,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644814.1464,1451710.221
269,Littleleaf Linden,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644758.8189,1451736.378
270,Littleleaf Linden,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644699.5614,1451765.737
271,Littleleaf Linden,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644641.4238,1451789.289
272,Red Oak,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644601.139,1451812.507
273,Crabapple,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644589.6266,1451785.198
274,Red Oak,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644591.4502,1451722.59
275,Red Oak,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644554.9618,1451716.081
276,Red Oak,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644574.6207,1451687.421
277,Red Oak,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644559.168,1451656.184
278,Red Oak,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644527.9079,1451656.999
279,Red Oak,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644548.435,1451631.129
280,Red Oak,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644536.637,1451601.778
281,Red Oak,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644524.1659,1451578.316
282,Red Oak,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644507.67,1451548.853
283,Red Oak,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644490.6542,1451513.339
284,Red Oak,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644473.853,1451481.277
285,Red Oak,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644450.7786,1451433.992
286,Red Oak,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644438.3896,1451407.887
287,Red Oak,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644423.4819,1451379.763
288,Red Oak,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644416.6853,1451364.73
289,Red Oak,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644403.8301,1451338.947
290,Red Oak,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644391.7052,1451311.481
291,Red Oak,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644357.9925,1451244.392
292,Red Oak,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644334.3721,1451194.454
293,Red Oak,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644325.3167,1451172.79
294,Red Oak,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644313.9031,1451149.809
295,Sugar Maple,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645018.7324,1451619.1
296,Red Maple,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645019.5437,1451580.606
297,Littleleaf Linden,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645042.7687,1451589.441
298,Littleleaf Linden,0, ,2012-02-03,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,645091.0859,1451564.193
299,Sugar Maple,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644418.2391,1451323.606
300,Red Maple,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644452.7999,1451318.404
301,Douglas Fir,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644463.1899,1451331.464
302,Douglas Fir,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644461.7984,1451343.391
303,Red Maple,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644491.8241,1451365.599
304,Douglas Fir,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644481.8596,1451387.902
305,Red Maple,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644462.7372,1451421.706
306,Red Maple,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644478.4359,1451430.711
307,Silver Maple,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644511.7816,1451405.743
308,Red Maple,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644485.9499,1451464.135
309,Red Maple,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644537.1677,1451436.146
310,Red Maple,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644499.619,1451484.038
311,Austrian Pine,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644522.5912,1451518.133
312,Austrian Pine,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644524.9455,1451500.159
313,Kentucky Coffee Tree,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644547.1154,1451498.071
314,Austrian Pine,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644594.3606,1451510.587
315,Austrian Pine,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644619.2994,1451568.182
316,Magnolia,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644616.3339,1451505.627
317,Red Maple,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644639.3997,1451587.059
318,Red Maple,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644664.5921,1451569.947
319,Chinese Scholartree,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644615.7955,1451611.576
320,Magnolia,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644670.1735,1451617.102
321,Pin Oak,0, ,2012-02-06,0,0,0, , ,No, ,No,No, , ,No,No,No, ,,No, , , ,, , , ,No,No,,0, , , , , ,644680.5715,1451657.733
